InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
567167,84596F,SMALL MARSHMALLOWS PINK BOWL,24,2011-09-18 12:21:00,0.42,15547,United Kingdom,10.08
571054,23149,ANTIQUE IVORY WIRE BOWL SMALL,2,2011-10-13 13:58:00,2.49,14234,United Kingdom,4.98
578036,23084,RABBIT NIGHT LIGHT,9,2011-11-22 14:04:00,2.08,16474,United Kingdom,18.72
543273,37370,RETRO COFFEE MUGS ASSORTED,1,2011-02-06 11:29:00,1.25,16456,United Kingdom,1.25
545081,22384,LUNCH BAG PINK POLKADOT,10,2011-02-28 10:35:00,1.65,16057,United Kingdom,16.5
568234,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-09-26 11:38:00,0.39,17705,United Kingdom,9.36
556120,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-06-09 10:06:00,0.85,16722,United Kingdom,8.5
581230,21508,VINTAGE KID DOLLY CARD ,12,2011-12-08 10:24:00,0.42,14291,United Kingdom,5.04
556459,22668,PINK BABY BUNTING,1,2011-06-10 17:25:00,5.79,15281,United Kingdom,5.79
555558,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-06-05 14:06:00,0.55,14159,United Kingdom,0.55
580610,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-12-05 11:48:00,0.79,15281,United Kingdom,1.58
537850,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,2010-12-08 15:38:00,0.85,16722,United Kingdom,10.2
578344,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-11-24 09:21:00,4.96,15281,United Kingdom,4.96
538880,21160,KEEP OUT GIRLS DOOR HANGER ,1,2010-12-14 15:52:00,3.36,15281,United Kingdom,3.36
554630,22407,MONEY BOX FIRST ADE DESIGN,2,2011-05-25 11:34:00,1.25,13268,United Kingdom,2.5
563662,21251,DINOSAUR HEIGHT CHART STICKER SET,6,2011-08-18 11:40:00,2.95,12729,France,17.700000000000003
580685,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-12-05 15:16:00,4.25,17676,United Kingdom,17.0
572513,22541,MINI JIGSAW LEAP FROG,1,2011-10-24 14:36:00,0.42,16728,United Kingdom,0.42
571665,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-10-18 12:59:00,0.29,12540,Spain,6.959999999999999
563468,22668,PINK BABY BUNTING,10,2011-08-16 14:55:00,2.95,16168,United Kingdom,29.5
559055,15056N,EDWARDIAN PARASOL NATURAL,1,2011-07-05 17:09:00,12.46,15281,United Kingdom,12.46
547020,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-03-18 15:42:00,1.25,17017,United Kingdom,20.0
544186,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-02-16 15:56:00,3.29,15281,United Kingdom,3.29
579470,22538,MINI JIGSAW GO TO THE FAIR,2,2011-11-29 15:06:00,0.42,16549,United Kingdom,0.84
541592,21213,PACK OF 72 SKULL CAKE CASES,1,2011-01-19 15:08:00,1.25,15281,United Kingdom,1.25
549574,22898,CHILDRENS APRON APPLES DESIGN,8,2011-04-10 16:02:00,1.95,18226,United Kingdom,15.6
544450,21155,RED RETROSPOT PEG BAG,2,2011-02-20 12:23:00,2.55,17811,United Kingdom,5.1
565841,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1,2011-09-07 12:04:00,2.46,15281,United Kingdom,2.46
572065,22197,POPCORN HOLDER,3,2011-10-20 13:06:00,0.85,12556,Spain,2.55
560255,20984,12 PENCILS TALL TUBE POSY,24,2011-07-17 13:08:00,0.29,16054,United Kingdom,6.959999999999999
558761,85061W,WHITE JEWELLED HEART DECORATION,1,2011-07-03 12:52:00,0.85,15033,United Kingdom,0.85
546634,22728,ALARM CLOCK BAKELIKE PINK,1,2011-03-15 12:10:00,3.75,14527,United Kingdom,3.75
557789,22659,LUNCH BOX I LOVE LONDON,12,2011-06-22 16:32:00,1.95,12379,Belgium,23.4
545667,21070,VINTAGE BILLBOARD MUG ,1,2011-03-04 16:07:00,2.46,15281,United Kingdom,2.46
550329,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-17 13:20:00,2.55,13951,United Kingdom,15.299999999999999
546862,21622,VINTAGE UNION JACK CUSHION COVER,8,2011-03-17 15:34:00,4.95,16216,United Kingdom,39.6
577747,22689,DOORMAT MERRY CHRISTMAS RED ,30,2011-11-21 14:21:00,8.0,17450,United Kingdom,240.0
556784,21678,PAISLEY PATTERN  STICKERS,6,2011-06-14 13:15:00,0.85,14461,United Kingdom,5.1
575951,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-11-13 11:54:00,1.25,13450,United Kingdom,30.0
553410,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-05-17 09:24:00,1.25,14320,United Kingdom,15.0
551351,22855,FINE WICKER HEART ,24,2011-04-28 10:20:00,1.06,14298,United Kingdom,25.44
554033,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-05-20 14:06:00,2.08,16187,United Kingdom,41.6
565321,21208,PASTEL COLOUR HONEYCOMB FAN,12,2011-09-02 13:14:00,0.39,12437,France,4.68
557135,23309,SET OF 60 I LOVE LONDON CAKE CASES ,48,2011-06-17 09:12:00,0.55,17306,United Kingdom,26.400000000000002
547538,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-03-23 15:17:00,0.85,13534,United Kingdom,8.5
563551,22197,POPCORN HOLDER,10,2011-08-17 13:04:00,0.85,17757,United Kingdom,8.5
559041,22913,RED COAT RACK PARIS FASHION,1,2011-07-05 15:33:00,10.79,15281,United Kingdom,10.79
553197,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,2011-05-15 14:32:00,1.25,17263,United Kingdom,2.5
579512,90206C,CRYSTAL DIAMANTE STAR BROOCH,1,2011-11-29 16:47:00,4.98,15281,United Kingdom,4.98
540848,21650,ASSORTED TUTTI FRUTTI BRACELET,4,2011-01-12 09:26:00,0.43,15281,United Kingdom,1.72
566194,22097,SWALLOW SQUARE TISSUE BOX,3,2011-09-09 13:42:00,0.39,14711,United Kingdom,1.17
565243,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-09-02 10:20:00,4.95,16735,United Kingdom,14.850000000000001
536591,22321,BIRD DECORATION RED RETROSPOT,1,2010-12-01 16:57:00,0.85,14606,United Kingdom,0.85
564135,22962,JAM JAR WITH PINK LID,6,2011-08-23 11:12:00,0.85,16550,United Kingdom,5.1
580777,23355,HOT WATER BOTTLE KEEP CALM,4,2011-12-06 11:06:00,4.95,14547,United Kingdom,19.8
564090,20725,LUNCH BAG RED RETROSPOT,10,2011-08-23 09:53:00,1.65,17041,United Kingdom,16.5
574096,51014C,"FEATHER PEN,COAL BLACK",24,2011-11-03 09:55:00,0.39,13599,United Kingdom,9.36
553148,22453,MEASURING TAPE BABUSHKA BLUE,6,2011-05-13 14:09:00,2.95,15281,Hong Kong,17.700000000000003
560862,22219,LOVEBIRD HANGING DECORATION WHITE ,6,2011-07-21 13:48:00,0.85,14085,United Kingdom,5.1
566562,15036,ASSORTED COLOURS SILK FAN,12,2011-09-13 12:18:00,0.83,17365,United Kingdom,9.959999999999999
545835,22624,IVORY KITCHEN SCALES,1,2011-03-07 13:17:00,8.5,17654,United Kingdom,8.5
566868,17003,BROCADE RING PURSE ,36,2011-09-15 13:13:00,0.39,14595,United Kingdom,14.040000000000001
567671,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,1,2011-09-21 15:34:00,8.29,15281,United Kingdom,8.29
567183,82567,"AIRLINE LOUNGE,METAL SIGN",3,2011-09-18 15:32:00,2.1,14769,United Kingdom,6.300000000000001
550052,47566B,TEA TIME PARTY BUNTING,8,2011-04-14 12:00:00,4.95,17068,United Kingdom,39.6
562457,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-08-05 11:00:00,0.55,18079,United Kingdom,13.200000000000001
540473,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,2011-01-07 14:31:00,3.75,17284,United Kingdom,7.5
551718,22983,CARD BILLBOARD FONT,1,2011-05-03 16:06:00,0.83,15281,United Kingdom,0.83
547219,22396,MAGNETS PACK OF 4 RETRO PHOTO,6,2011-03-21 14:51:00,1.25,15281,United Kingdom,7.5
562417,20726,LUNCH BAG WOODLAND,2,2011-08-04 16:32:00,4.13,15281,United Kingdom,8.26
560727,85212,MINI PAINTED GARDEN DECORATION ,24,2011-07-20 14:33:00,0.29,13571,United Kingdom,6.959999999999999
575700,23501,KEY RING BASEBALL BOOT UNION JACK,20,2011-11-10 16:58:00,1.25,15111,United Kingdom,25.0
543800,22629,SPACEBOY LUNCH BOX ,2,2011-02-13 11:36:00,1.95,17282,United Kingdom,3.9
569790,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-10-06 11:42:00,1.25,15910,United Kingdom,5.0
576094,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-11-14 09:12:00,1.65,16401,United Kingdom,19.799999999999997
566221,20777,CHRYSANTHEMUM NOTEBOOK,1,2011-09-09 16:13:00,1.63,15281,United Kingdom,1.63
558777,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,2,2011-07-04 10:23:00,4.13,15281,United Kingdom,8.26
573137,22553,PLASTERS IN TIN SKULLS,1,2011-10-27 17:15:00,3.29,15281,United Kingdom,3.29
541132,84970s,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-01-14 10:17:00,2.08,15281,United Kingdom,2.08
537237,22550,HOLIDAY FUN LUDO,1,2010-12-06 09:58:00,7.62,15281,United Kingdom,7.62
578344,23168,CLASSIC CAFE SUGAR DISPENSER,2,2011-11-24 09:21:00,2.46,15281,United Kingdom,4.92
559542,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,2011-07-10 13:32:00,2.55,17126,United Kingdom,2.55
552290,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-05-08 13:32:00,8.95,16007,United Kingdom,17.9
573133,22625,RED KITCHEN SCALES,2,2011-10-27 16:58:00,8.5,15288,United Kingdom,17.0
537375,21975,PACK OF 60 DINOSAUR CAKE CASES,6,2010-12-06 12:55:00,0.55,17019,United Kingdom,3.3000000000000003
574555,22599,CHRISTMAS MUSICAL ZINC STAR,10,2011-11-04 15:29:00,0.29,16426,United Kingdom,2.9
547663,20695,FLORAL BLUE MONSTER,1,2011-03-24 13:16:00,4.25,16022,United Kingdom,4.25
536532,22094,RED RETROSPOT TISSUE BOX,12,2010-12-01 13:24:00,1.25,12433,Norway,15.0
580969,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-12-06 14:59:00,4.95,16076,United Kingdom,29.700000000000003
537484,22795,SWEETHEART RECIPE BOOK STAND,16,2010-12-07 11:30:00,5.95,14733,United Kingdom,95.2
579516,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,2011-11-29 17:52:00,3.75,17841,United Kingdom,15.0
569835,22726,ALARM CLOCK BAKELIKE GREEN,10,2011-10-06 13:05:00,3.75,15518,United Kingdom,37.5
542372,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-27 13:37:00,0.42,13078,United Kingdom,5.04
572755,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-10-25 17:31:00,4.95,13601,United Kingdom,4.95
570186,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2011-10-07 15:01:00,1.65,17509,United Kingdom,16.5
563843,22852,DOG BOWL VINTAGE CREAM,2,2011-08-19 14:02:00,4.25,17811,United Kingdom,8.5
576391,84029E,RED WOOLLY HOTTIE WHITE HEART.,11,2011-11-15 10:13:00,9.13,15281,United Kingdom,100.43
580650,22064,PINK DOUGHNUT TRINKET POT ,48,2011-12-05 13:30:00,0.39,14401,United Kingdom,18.72
540514,22728,ALARM CLOCK BAKELIKE PINK,1,2011-01-09 11:43:00,3.75,15708,United Kingdom,3.75
547552,21181,PLEASE ONE PERSON METAL SIGN,3,2011-03-23 15:55:00,4.13,15281,United Kingdom,12.39
562955,22422,TOOTHPASTE TUBE PEN,1,2011-08-11 10:14:00,1.25,15281,United Kingdom,1.25
566275,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-09-11 13:58:00,0.55,16549,United Kingdom,1.1
547926,21397,BLUE POLKADOT EGG CUP ,48,2011-03-28 13:59:00,0.39,12481,Germany,18.72
550123,22708,WRAP DOLLY GIRL,25,2011-04-14 12:39:00,0.42,15281,United Kingdom,10.5
571213,23388,WOODLAND MINI BACKPACK,4,2011-10-14 12:55:00,4.15,13995,United Kingdom,16.6
538524,22973,CHILDREN'S CIRCUS PARADE MUG,1,2010-12-13 09:35:00,3.36,15281,United Kingdom,3.36
554348,23154,SET OF 4 JAM JAR MAGNETS,6,2011-05-24 08:49:00,2.08,13523,United Kingdom,12.48
574059,23581,JUMBO BAG PAISLEY PARK,1,2011-11-02 14:13:00,2.08,14646,Netherlands,2.08
554814,23099,FRENCH CARRIAGE LANTERN,4,2011-05-26 13:34:00,6.65,16609,United Kingdom,26.6
541604,84050,PINK HEART SHAPE EGG FRYING PAN,3,2011-01-19 17:23:00,1.65,14572,United Kingdom,4.949999999999999
550638,22262,FELT EGG COSY CHICKEN,5,2011-04-19 15:44:00,1.63,15281,United Kingdom,8.149999999999999
555728,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,2011-06-06 16:41:00,9.95,17252,United Kingdom,9.95
544093,21137,BLACK RECORD COVER FRAME,24,2011-02-16 09:08:00,3.39,13750,United Kingdom,81.36
578067,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-11-22 15:43:00,0.83,15281,United Kingdom,0.83
554617,22920,HERB MARKER BASIL,1,2011-05-25 11:21:00,0.65,14593,United Kingdom,0.65
578827,23220,REINDEER HEART DECORATION GOLD,6,2011-11-25 14:25:00,1.63,15281,United Kingdom,9.78
577542,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2011-11-20 14:33:00,1.25,13565,United Kingdom,2.5
551171,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-04-26 16:45:00,2.95,13263,United Kingdom,2.95
575138,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-11-08 15:24:00,3.29,15281,United Kingdom,3.29
544307,22026,BANQUET BIRTHDAY  CARD  ,24,2011-02-17 14:04:00,0.42,15903,United Kingdom,10.08
558904,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,1,2011-07-04 16:18:00,3.29,15281,United Kingdom,3.29
541280,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-01-17 11:57:00,3.75,15296,United Kingdom,15.0
548551,22287,"DECORATION , WOBBLY CHICKEN, METAL ",12,2011-04-01 08:56:00,1.65,14886,United Kingdom,19.799999999999997
553060,84991,60 TEATIME FAIRY CAKE CASES,24,2011-05-13 10:44:00,0.55,15826,United Kingdom,13.200000000000001
568578,21539,RED RETROSPOT BUTTER DISH,4,2011-09-28 09:43:00,4.95,15301,United Kingdom,19.8
549182,22046,TEA PARTY  WRAPPING PAPER ,25,2011-04-07 09:12:00,0.42,15646,United Kingdom,10.5
571307,22573,STAR WOODEN CHRISTMAS DECORATION,12,2011-10-17 10:10:00,0.85,14443,United Kingdom,10.2
578068,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-11-22 15:45:00,4.95,14505,United Kingdom,4.95
553151,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-05-13 14:53:00,0.42,13089,United Kingdom,5.04
552261,21790,VINTAGE SNAP CARDS,12,2011-05-08 11:34:00,0.85,16807,United Kingdom,10.2
562980,22567,20 DOLLY PEGS RETROSPOT,12,2011-08-11 11:44:00,1.45,17686,United Kingdom,17.4
543748,90057,DIAMANTE RING ASSORTED IN BOX.,48,2011-02-11 13:54:00,1.25,12913,United Kingdom,60.0
566279,22093,MOTORING TISSUE BOX,3,2011-09-11 14:09:00,0.39,14432,United Kingdom,1.17
565617,22650,CERAMIC PIRATE CHEST MONEY BANK,1,2011-09-05 15:30:00,3.29,15281,United Kingdom,3.29
570019,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-10-07 10:13:00,0.55,17841,United Kingdom,0.55
540499,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-09 10:21:00,12.75,16923,United Kingdom,38.25
561519,10133,COLOURING PENCILS BROWN TUBE,7,2011-07-27 17:01:00,0.42,17870,United Kingdom,2.94
538524,22904,CALENDAR PAPER CUT DESIGN,3,2010-12-13 09:35:00,5.91,15281,United Kingdom,17.73
575127,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-11-08 14:26:00,2.95,13695,United Kingdom,17.700000000000003
536531,20679,EDWARDIAN PARASOL RED,12,2010-12-01 13:23:00,5.95,15485,United Kingdom,71.4
558475,90197B,BLACK GLASS BRACELET W HEART CHARMS,1,2011-06-29 15:58:00,4.98,15281,United Kingdom,4.98
580535,21936,RED RETROSPOT PICNIC BAG,5,2011-12-04 16:02:00,2.95,16988,United Kingdom,14.75
578056,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-11-22 15:04:00,2.89,16164,United Kingdom,17.34
568654,15044D,RED PAPER PARASOL,6,2011-09-28 12:20:00,2.95,14911,EIRE,17.700000000000003
568517,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-09-27 12:52:00,2.95,14456,United Kingdom,5.9
569521,85104,SILVER GLASS T-LIGHT SET,4,2011-10-04 14:33:00,2.95,16474,United Kingdom,11.8
560181,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-07-15 11:45:00,0.83,16621,United Kingdom,9.959999999999999
571475,84341B,SMALL PINK MAGIC CHRISTMAS TREE,2,2011-10-17 14:42:00,0.38,15033,United Kingdom,0.76
550542,21166,COOK WITH WINE METAL SIGN ,1,2011-04-19 11:37:00,4.13,15281,United Kingdom,4.13
559289,20727,LUNCH BAG  BLACK SKULL.,3,2011-07-07 12:22:00,1.65,15719,United Kingdom,4.949999999999999
547248,90200C,BLUE SWEETHEART BRACELET,2,2011-03-22 09:23:00,4.15,15281,United Kingdom,8.3
563565,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2,2011-08-17 14:22:00,3.75,17338,United Kingdom,7.5
572466,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-10-24 13:28:00,1.25,14997,United Kingdom,30.0
543813,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-02-13 15:02:00,9.95,16897,United Kingdom,19.9
541219,22865,HAND WARMER OWL DESIGN,1,2011-01-14 14:06:00,4.13,15281,United Kingdom,4.13
571129,C2,CARRIAGE,1,2011-10-14 10:03:00,50.0,14156,EIRE,50.0
539374,22984,CARD GINGHAM ROSE ,12,2010-12-17 11:40:00,0.42,14769,United Kingdom,5.04
555731,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-06-07 07:49:00,1.65,16655,United Kingdom,19.799999999999997
543117,22625,RED KITCHEN SCALES,2,2011-02-03 13:30:00,8.5,12464,Belgium,17.0
569202,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-09-30 17:22:00,2.92,15281,United Kingdom,2.92
541038,21455,PAINTED YELLOW WOODEN DAISY,3,2011-01-13 12:10:00,0.85,16395,United Kingdom,2.55
573130,23108,SET OF 10 LED DOLLY LIGHTS,12,2011-10-27 16:41:00,5.39,13969,United Kingdom,64.67999999999999
569462,23126,FELTCRAFT GIRL AMELIE KIT,3,2011-10-04 11:36:00,4.95,17014,United Kingdom,14.850000000000001
548516,22421,LIPSTICK PEN FUSCHIA,1,2011-03-31 16:28:00,0.83,15281,United Kingdom,0.83
566847,22659,LUNCH BOX I LOVE LONDON,2,2011-09-15 11:57:00,1.95,15005,United Kingdom,3.9
537237,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-12-06 09:58:00,7.62,15281,United Kingdom,7.62
540682,21879,HEARTS GIFT TAPE,24,2011-01-10 16:29:00,0.19,16112,United Kingdom,4.5600000000000005
574873,21821,GLITTER STAR GARLAND WITH BELLS ,1,2011-11-07 13:01:00,3.75,16362,United Kingdom,3.75
578757,22555,PLASTERS IN TIN STRONGMAN,1,2011-11-25 11:41:00,1.65,12748,United Kingdom,1.65
568471,23163,REGENCY SUGAR TONGS,1,2011-09-27 11:49:00,2.49,17805,United Kingdom,2.49
541262,22296,HEART IVORY TRELLIS LARGE,2,2011-01-16 15:50:00,1.65,18069,United Kingdom,3.3
542215,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-01-26 12:27:00,2.95,12472,Germany,35.400000000000006
580505,85034C,3 ROSE MORRIS BOXED CANDLES,2,2011-12-04 13:32:00,1.25,15867,United Kingdom,2.5
561631,22193,RED DINER WALL CLOCK,2,2011-07-28 14:27:00,8.5,14911,EIRE,17.0
579516,22916,HERB MARKER THYME,1,2011-11-29 17:52:00,0.65,17841,United Kingdom,0.65
563437,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,2011-08-16 12:52:00,0.39,14232,United Kingdom,18.72
546107,20726,LUNCH BAG WOODLAND,1,2011-03-09 12:33:00,1.65,17238,United Kingdom,1.65
545543,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-03-03 14:43:00,9.95,13476,United Kingdom,19.9
573355,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-10-30 12:43:00,1.25,15865,United Kingdom,15.0
546549,22196,SMALL HEART MEASURING SPOONS,6,2011-03-14 16:46:00,0.85,17799,United Kingdom,5.1
578074,22610,PENS ASSORTED FUNNY FACE,36,2011-11-22 16:06:00,0.19,17590,United Kingdom,6.84
567975,21621,VINTAGE UNION JACK BUNTING,2,2011-09-23 10:25:00,8.5,17416,United Kingdom,17.0
554039,23170,REGENCY TEA PLATE ROSES ,12,2011-05-20 14:27:00,1.65,15095,United Kingdom,19.799999999999997
560265,21495,SKULLS AND CROSSBONES WRAP,25,2011-07-17 13:48:00,0.42,17863,United Kingdom,10.5
552544,22631,CIRCUS PARADE LUNCH BOX ,12,2011-05-10 10:29:00,1.95,13320,United Kingdom,23.4
547788,85186C,BUNNY EGG GARLAND,2,2011-03-25 12:00:00,0.83,15281,United Kingdom,1.66
566605,22766,PHOTO FRAME CORNICE,2,2011-09-13 16:27:00,2.95,13263,United Kingdom,5.9
563256,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-08-15 12:07:00,1.25,18143,United Kingdom,15.0
540995,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2011-01-13 09:30:00,7.46,15281,United Kingdom,7.46
572465,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-10-24 13:26:00,7.5,14474,United Kingdom,15.0
562779,21925,UNION STRIPE CUSHION COVER ,2,2011-08-09 12:58:00,1.25,17841,United Kingdom,2.5
580679,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-12-05 14:49:00,4.95,18198,United Kingdom,14.850000000000001
569893,20725,LUNCH BAG RED RETROSPOT,10,2011-10-06 15:51:00,1.65,12627,Germany,16.5
571841,22470,HEART OF WICKER LARGE,1,2011-10-19 12:21:00,2.95,17625,United Kingdom,2.95
574076,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,2011-11-02 15:38:00,0.83,15281,United Kingdom,1.66
559356,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-07-07 18:29:00,5.95,15416,United Kingdom,17.85
550209,21931,JUMBO STORAGE BAG SUKI,2,2011-04-15 10:39:00,4.13,15281,United Kingdom,8.26
580058,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-12-01 13:19:00,2.95,14367,United Kingdom,17.700000000000003
546136,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-03-09 16:32:00,7.46,15281,United Kingdom,7.46
537418,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,3,2010-12-06 15:13:00,0.85,17884,United Kingdom,2.55
563351,22685,FRENCH BLUE METAL DOOR SIGN 0,20,2011-08-15 14:17:00,1.25,16902,United Kingdom,25.0
557612,10133,COLOURING PENCILS BROWN TUBE,49,2011-06-21 12:40:00,0.42,14460,United Kingdom,20.58
564817,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2011-08-30 12:02:00,5.79,15281,United Kingdom,5.79
545897,21982,PACK OF 12 SUKI TISSUES ,1,2011-03-07 17:22:00,0.83,15281,United Kingdom,0.83
547349,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-03-22 12:02:00,0.85,15132,United Kingdom,8.5
545690,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-03-06 12:46:00,2.95,13263,United Kingdom,2.95
548707,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-04-03 12:08:00,2.1,13781,United Kingdom,4.2
557780,40001,WHITE BAMBOO RIBS LAMPSHADE,3,2011-06-22 15:15:00,0.85,15281,United Kingdom,2.55
578255,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1,2011-11-23 12:58:00,3.75,14675,United Kingdom,3.75
559928,35810A,ENAMEL PINK COFFEE CONTAINER,12,2011-07-14 08:52:00,0.83,12405,Finland,9.959999999999999
567958,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-09-23 09:00:00,0.55,12619,Germany,13.200000000000001
580117,85099F,JUMBO BAG STRAWBERRY,30,2011-12-01 16:28:00,2.08,14655,United Kingdom,62.400000000000006
543462,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-02-08 13:39:00,2.1,17655,United Kingdom,25.200000000000003
558704,23188,VINTAGE  2 METER FOLDING RULER,12,2011-07-01 12:50:00,1.65,17505,United Kingdom,19.799999999999997
552668,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-05-10 15:05:00,10.79,15281,United Kingdom,10.79
573353,22730,ALARM CLOCK BAKELIKE IVORY,2,2011-10-30 12:39:00,3.75,16115,United Kingdom,7.5
578931,22603,CHRISTMAS RETROSPOT TREE WOOD,4,2011-11-27 12:40:00,0.85,16942,United Kingdom,3.4
551855,23007, SPACEBOY BABY GIFT SET,2,2011-05-04 15:08:00,16.95,12836,United Kingdom,33.9
552338,22499,WOODEN UNION JACK BUNTING,1,2011-05-09 11:51:00,5.95,15281,United Kingdom,5.95
570887,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-10-13 10:25:00,7.5,17169,United Kingdom,15.0
548168,82551,LAUNDRY 15C METAL SIGN,1,2011-03-29 13:46:00,2.46,15281,United Kingdom,2.46
567666,22629,SPACEBOY LUNCH BOX ,12,2011-09-21 15:23:00,1.95,12520,Germany,23.4
578942,23084,RABBIT NIGHT LIGHT,4,2011-11-27 13:29:00,2.08,17288,United Kingdom,8.32
553351,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-05-16 13:35:00,2.95,18118,United Kingdom,17.700000000000003
569530,21167,WHITE SAGE INCENSE,25,2011-10-04 14:58:00,0.21,17957,United Kingdom,5.25
570103,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-10-07 12:18:00,1.95,15719,United Kingdom,3.9
543900,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-02-14 12:11:00,1.65,12621,Germany,16.5
546679,21934,SKULL SHOULDER BAG,3,2011-03-15 16:47:00,1.65,13121,United Kingdom,4.949999999999999
550215,22703,PINK CAT BOWL,2,2011-04-15 10:43:00,4.13,15281,United Kingdom,8.26
581439,22174,PHOTO CUBE,4,2011-12-08 16:30:00,3.29,15281,United Kingdom,13.16
551733,22501,PICNIC BASKET WICKER LARGE,4,2011-05-04 10:15:00,9.95,13012,United Kingdom,39.8
545215,22997,TRAVEL CARD WALLET UNION JACK,1,2011-02-28 16:47:00,0.83,15281,United Kingdom,0.83
580727,22891,TEA FOR ONE POLKADOT,2,2011-12-05 17:17:00,8.29,14096,United Kingdom,16.58
